,target,shape,surface,color
2461,edible,convex,scaly,gray
2462,edible,convex,scaly,gray
2463,edible,flat,fibrous,brown
2464,edible,convex,fibrous,gray
2465,edible,flat,fibrous,brown
2466,edible,convex,scaly,red
2467,edible,convex,fibrous,brown
2468,edible,convex,scaly,gray
2469,edible,flat,fibrous,gray
2470,edible,convex,fibrous,gray
2471,edible,convex,fibrous,brown
2472,edible,convex,scaly,gray
2473,edible,convex,scaly,gray
2474,edible,convex,scaly,red
2475,edible,convex,scaly,brown
2476,edible,convex,scaly,gray
2477,poisonous,flat,scaly,brown
2478,edible,convex,smooth,gray
2479,edible,convex,fibrous,gray
2480,edible,convex,fibrous,red
2481,poisonous,convex,smooth,pink
2482,edible,convex,scaly,brown
2483,edible,convex,fibrous,red
2484,edible,convex,scaly,brown
2485,edible,convex,scaly,red
2486,edible,convex,smooth,white
2487,edible,flat,fibrous,gray
2488,edible,convex,scaly,gray
2489,edible,convex,scaly,gray
2490,edible,convex,fibrous,red
2491,edible,convex,scaly,gray
2492,edible,convex,scaly,gray
2493,edible,convex,fibrous,red
2494,poisonous,flat,scaly,white
2495,edible,flat,fibrous,brown
2496,edible,convex,fibrous,red
2497,edible,convex,fibrous,red
2498,edible,convex,scaly,gray
2499,edible,flat,smooth,white
2500,edible,convex,fibrous,brown
2501,edible,convex,fibrous,brown
2502,edible,flat,fibrous,brown
2503,edible,convex,scaly,red
2504,edible,convex,scaly,red
2505,edible,convex,scaly,red
2506,edible,flat,fibrous,brown
2507,edible,convex,fibrous,gray
2508,edible,flat,fibrous,brown
2509,edible,flat,fibrous,red
2510,edible,convex,scaly,red
2511,poisonous,convex,smooth,white
2512,edible,flat,fibrous,brown
2513,edible,flat,fibrous,gray
2514,edible,flat,fibrous,brown
2515,edible,convex,scaly,brown
2516,edible,convex,fibrous,red
2517,edible,flat,smooth,white
2518,edible,convex,scaly,gray
2519,edible,convex,fibrous,red
2520,edible,flat,fibrous,brown
2521,edible,flat,fibrous,brown
2522,edible,convex,scaly,brown
2523,edible,convex,scaly,gray
2524,edible,convex,scaly,brown
2525,edible,convex,fibrous,gray
2526,edible,convex,scaly,brown
2527,edible,convex,scaly,brown
2528,edible,flat,fibrous,brown
2529,edible,convex,scaly,gray
2530,edible,convex,scaly,red
2531,edible,convex,scaly,brown
2532,poisonous,convex,fibrous,gray
2533,edible,flat,fibrous,gray
2534,edible,convex,scaly,red
2535,poisonous,convex,fibrous,gray
2536,edible,convex,scaly,red
2537,edible,convex,fibrous,red
2538,poisonous,convex,fibrous,gray
2539,poisonous,convex,fibrous,pink
2540,edible,convex,fibrous,gray
2541,edible,flat,fibrous,gray
2542,edible,convex,fibrous,gray
2543,edible,convex,scaly,gray
2544,edible,convex,scaly,gray
2545,edible,flat,fibrous,gray
2546,edible,convex,fibrous,gray
2547,edible,convex,fibrous,red
2548,edible,convex,fibrous,brown
2549,edible,convex,scaly,brown
2550,edible,flat,fibrous,brown
2551,edible,flat,fibrous,brown
2552,edible,flat,fibrous,gray
2553,edible,convex,fibrous,gray
2554,edible,convex,scaly,brown
2555,edible,convex,scaly,red
2556,edible,flat,fibrous,brown
2557,edible,convex,scaly,gray
2558,edible,convex,scaly,brown
2559,poisonous,convex,fibrous,white
2560,edible,flat,fibrous,brown
2561,edible,convex,scaly,red
2562,edible,convex,scaly,brown
2563,edible,flat,fibrous,gray
2564,edible,convex,fibrous,red
2565,poisonous,convex,fibrous,gray
2566,edible,convex,scaly,red
2567,edible,flat,fibrous,gray
2568,edible,flat,scaly,red
2569,edible,convex,fibrous,red
2570,poisonous,convex,fibrous,gray
2571,edible,convex,scaly,brown
2572,edible,convex,scaly,brown
2573,edible,convex,scaly,brown
2574,edible,convex,scaly,brown
2575,edible,convex,scaly,gray
2576,edible,convex,scaly,brown
2577,edible,convex,fibrous,gray
2578,edible,convex,scaly,red
2579,edible,convex,scaly,red
2580,edible,convex,scaly,gray
2581,edible,flat,fibrous,red
2582,edible,flat,fibrous,brown
2583,edible,flat,fibrous,brown
2584,edible,convex,scaly,gray
2585,edible,convex,scaly,gray
2586,edible,convex,fibrous,red
2587,edible,flat,fibrous,brown
2588,edible,flat,fibrous,brown
2589,edible,convex,scaly,red
2590,edible,convex,scaly,brown
2591,edible,flat,fibrous,brown
2592,edible,flat,fibrous,brown
2593,poisonous,convex,fibrous,gray
2594,edible,convex,fibrous,gray
2595,edible,convex,scaly,brown
2596,edible,convex,fibrous,gray
2597,edible,convex,fibrous,gray
2598,edible,convex,scaly,gray
2599,edible,flat,fibrous,brown
2600,edible,flat,fibrous,gray
2601,edible,convex,scaly,brown
2602,edible,convex,fibrous,red
2603,edible,flat,fibrous,brown
2604,poisonous,convex,fibrous,gray
2605,edible,convex,fibrous,red
2606,edible,flat,fibrous,brown
2607,edible,convex,fibrous,red
2608,edible,convex,fibrous,red
2609,edible,convex,scaly,red
2610,edible,flat,scaly,gray
2611,edible,flat,fibrous,brown
2612,edible,convex,fibrous,gray
2613,edible,flat,fibrous,gray
2614,edible,convex,scaly,brown
2615,edible,convex,scaly,gray
2616,edible,convex,scaly,gray
2617,edible,convex,fibrous,brown
2618,edible,convex,scaly,red
2619,edible,flat,fibrous,brown
2620,edible,convex,scaly,red
2621,edible,convex,fibrous,brown
2622,edible,flat,fibrous,brown
2623,edible,convex,scaly,red
2624,edible,convex,fibrous,gray
2625,edible,convex,scaly,brown
2626,poisonous,convex,fibrous,gray
2627,edible,flat,fibrous,gray
2628,edible,convex,fibrous,brown
2629,edible,flat,smooth,brown
2630,edible,flat,fibrous,brown
2631,edible,convex,scaly,gray
2632,edible,flat,scaly,gray
2633,edible,convex,scaly,gray
2634,edible,flat,scaly,red
2635,edible,convex,scaly,gray
2636,edible,convex,fibrous,gray
2637,edible,flat,fibrous,gray
2638,edible,convex,scaly,brown
2639,edible,flat,fibrous,brown
2640,edible,convex,scaly,red
2641,edible,convex,scaly,red
2642,edible,flat,scaly,brown
2643,edible,convex,scaly,brown
2644,edible,convex,fibrous,gray
2645,edible,flat,fibrous,gray
2646,edible,flat,fibrous,white
2647,edible,convex,scaly,brown
2648,edible,convex,fibrous,gray
2649,edible,flat,scaly,red
2650,edible,convex,fibrous,red
2651,edible,convex,scaly,brown
2652,edible,flat,scaly,brown
2653,edible,convex,scaly,gray
2654,edible,flat,fibrous,brown
2655,edible,convex,scaly,red
2656,edible,convex,scaly,red
2657,edible,convex,scaly,red
2658,edible,convex,fibrous,red
2659,edible,convex,fibrous,red
2660,edible,convex,fibrous,red
2661,edible,flat,fibrous,brown
2662,edible,convex,fibrous,gray
2663,edible,convex,fibrous,gray
2664,edible,convex,scaly,gray
2665,edible,convex,scaly,brown
2666,edible,convex,fibrous,red
2667,edible,convex,fibrous,red
2668,edible,convex,fibrous,gray
2669,edible,convex,fibrous,red
2670,edible,flat,fibrous,brown
2671,edible,convex,fibrous,red
2672,edible,flat,fibrous,brown
2673,edible,flat,fibrous,brown
2674,edible,flat,fibrous,brown
2675,edible,convex,fibrous,gray
2676,edible,convex,fibrous,red
2677,edible,convex,scaly,red
2678,edible,flat,fibrous,gray
2679,edible,flat,fibrous,brown
2680,edible,convex,scaly,brown
2681,edible,flat,fibrous,brown
2682,poisonous,convex,fibrous,pink
2683,edible,convex,fibrous,red
2684,edible,convex,fibrous,brown
2685,edible,convex,scaly,red
2686,edible,flat,fibrous,brown
2687,edible,flat,fibrous,brown
2688,edible,convex,scaly,gray
2689,edible,flat,smooth,brown
2690,edible,convex,scaly,gray
2691,edible,convex,scaly,brown
2692,edible,convex,scaly,brown
2693,edible,flat,fibrous,gray
2694,edible,convex,fibrous,red
2695,edible,flat,fibrous,brown
2696,poisonous,convex,fibrous,gray
2697,edible,convex,scaly,red
2698,edible,convex,fibrous,gray
2699,edible,convex,fibrous,red
2700,edible,convex,fibrous,red
2701,edible,convex,scaly,red
2702,edible,flat,fibrous,brown
2703,edible,flat,fibrous,brown
2704,edible,convex,scaly,brown
2705,edible,convex,fibrous,red
2706,edible,convex,scaly,red
2707,edible,convex,scaly,brown
2708,edible,convex,scaly,gray
2709,edible,convex,scaly,brown
2710,edible,convex,scaly,red
2711,edible,convex,fibrous,red
2712,edible,convex,fibrous,red
2713,edible,convex,scaly,red
2714,edible,convex,scaly,brown
2715,edible,convex,fibrous,red
2716,edible,flat,fibrous,red
2717,edible,flat,fibrous,brown
2718,edible,convex,scaly,red
2719,edible,convex,fibrous,brown
2720,edible,convex,scaly,red
2721,edible,flat,fibrous,gray
2722,edible,convex,scaly,brown
2723,edible,flat,scaly,red
2724,edible,convex,scaly,brown
2725,edible,convex,scaly,red
2726,edible,convex,scaly,gray
2727,edible,flat,scaly,gray
2728,edible,convex,scaly,brown
2729,edible,convex,smooth,gray
2730,edible,flat,fibrous,brown
2731,edible,convex,scaly,gray
2732,edible,convex,scaly,gray
2733,edible,convex,fibrous,brown
2734,edible,convex,fibrous,red
2735,edible,convex,scaly,red
2736,edible,convex,scaly,brown
2737,edible,convex,fibrous,red
2738,edible,convex,scaly,red
2739,edible,convex,scaly,brown
2740,edible,flat,fibrous,gray
2741,edible,convex,fibrous,red
2742,edible,flat,scaly,brown
2743,edible,convex,scaly,brown
2744,edible,convex,fibrous,red
2745,edible,convex,fibrous,gray
2746,edible,convex,scaly,brown
2747,edible,convex,scaly,gray
2748,poisonous,convex,fibrous,gray
2749,edible,convex,scaly,brown
2750,edible,convex,fibrous,gray
2751,edible,convex,scaly,brown
2752,edible,convex,scaly,gray
2753,edible,convex,scaly,brown
2754,edible,flat,fibrous,brown
2755,edible,flat,fibrous,brown
2756,edible,convex,scaly,brown
2757,edible,flat,fibrous,brown
2758,edible,flat,fibrous,brown
2759,edible,flat,scaly,gray
2760,edible,convex,fibrous,gray
2761,edible,convex,scaly,gray
2762,edible,convex,scaly,gray
2763,edible,flat,fibrous,brown
2764,edible,convex,fibrous,gray
2765,poisonous,convex,fibrous,gray
2766,edible,flat,fibrous,brown
2767,edible,convex,scaly,gray
2768,edible,convex,fibrous,gray
2769,poisonous,convex,fibrous,gray
2770,edible,flat,fibrous,brown
2771,edible,convex,scaly,red
2772,edible,convex,scaly,brown
2773,edible,convex,fibrous,red
2774,edible,convex,fibrous,red
2775,edible,convex,scaly,brown
2776,edible,flat,fibrous,brown
2777,edible,convex,fibrous,red
2778,edible,convex,fibrous,gray
2779,edible,flat,fibrous,brown
2780,edible,convex,scaly,red
2781,edible,convex,fibrous,gray
2782,edible,flat,fibrous,gray
2783,edible,flat,fibrous,gray
2784,edible,flat,fibrous,brown
2785,edible,convex,fibrous,brown
2786,edible,convex,scaly,red
2787,edible,flat,smooth,gray
2788,edible,convex,scaly,red
2789,edible,flat,fibrous,gray
2790,edible,convex,scaly,red
2791,edible,convex,fibrous,gray
2792,edible,flat,fibrous,brown
2793,edible,convex,fibrous,red
2794,edible,convex,fibrous,red
2795,edible,convex,fibrous,gray
2796,poisonous,convex,fibrous,white
2797,edible,convex,scaly,red
2798,edible,convex,fibrous,red
2799,edible,convex,scaly,brown
2800,edible,flat,fibrous,white
2801,edible,convex,fibrous,gray
2802,edible,flat,fibrous,gray
2803,edible,convex,fibrous,gray
2804,edible,flat,scaly,red
2805,edible,convex,fibrous,red
2806,edible,convex,scaly,brown
2807,edible,convex,scaly,red
2808,edible,convex,fibrous,red
2809,edible,flat,scaly,red
2810,edible,flat,fibrous,brown
2811,edible,convex,scaly,gray
2812,edible,convex,scaly,gray
2813,edible,convex,fibrous,gray
2814,edible,convex,fibrous,red
2815,edible,convex,fibrous,brown
2816,edible,flat,fibrous,brown
2817,edible,convex,fibrous,red
2818,edible,convex,scaly,gray
2819,edible,convex,scaly,brown
2820,edible,convex,fibrous,gray
2821,edible,convex,scaly,red
2822,edible,flat,fibrous,brown
2823,edible,convex,scaly,gray
2824,edible,flat,fibrous,gray
2825,edible,convex,fibrous,red
2826,edible,flat,fibrous,brown
2827,edible,convex,scaly,gray
2828,edible,convex,scaly,brown
2829,edible,convex,scaly,red
2830,edible,convex,fibrous,red
2831,edible,convex,fibrous,brown
2832,edible,flat,fibrous,brown
2833,edible,convex,scaly,gray
2834,edible,convex,fibrous,red
2835,edible,flat,fibrous,brown
2836,edible,flat,fibrous,brown
2837,edible,convex,scaly,red
2838,edible,convex,fibrous,gray
2839,edible,convex,fibrous,gray
2840,poisonous,convex,fibrous,pink
2841,edible,convex,scaly,brown
2842,edible,convex,fibrous,red
2843,edible,flat,smooth,brown
2844,edible,convex,scaly,gray
2845,edible,convex,scaly,gray
2846,edible,convex,fibrous,brown
2847,edible,flat,fibrous,gray
2848,edible,convex,fibrous,gray
2849,edible,convex,scaly,brown
2850,edible,convex,fibrous,red
2851,edible,convex,fibrous,brown
2852,edible,flat,fibrous,gray
2853,edible,flat,fibrous,brown
2854,edible,convex,scaly,gray
2855,edible,convex,scaly,red
2856,edible,convex,scaly,gray
2857,edible,flat,fibrous,gray
2858,edible,convex,fibrous,red
2859,poisonous,convex,smooth,pink
2860,edible,flat,scaly,brown
2861,edible,convex,scaly,red
2862,edible,convex,scaly,gray
2863,edible,convex,scaly,gray
2864,edible,convex,fibrous,gray
2865,edible,convex,fibrous,red
2866,edible,convex,scaly,brown
2867,edible,convex,scaly,gray
2868,edible,convex,scaly,red
2869,edible,convex,scaly,brown
2870,edible,convex,scaly,gray
2871,edible,convex,scaly,brown
2872,edible,convex,fibrous,red
2873,edible,convex,fibrous,red
2874,edible,convex,scaly,gray
2875,edible,flat,fibrous,gray
2876,edible,flat,fibrous,red
2877,edible,flat,fibrous,gray
2878,edible,convex,scaly,red
2879,edible,convex,scaly,red
2880,edible,convex,smooth,white
2881,edible,convex,scaly,brown
2882,edible,convex,scaly,red
2883,edible,flat,fibrous,red
2884,edible,convex,fibrous,gray
2885,edible,flat,fibrous,brown
2886,poisonous,convex,smooth,gray
2887,edible,flat,scaly,red
2888,edible,convex,scaly,gray
2889,edible,convex,fibrous,brown
2890,edible,convex,scaly,red
2891,poisonous,convex,fibrous,white
2892,edible,convex,scaly,red
2893,edible,flat,fibrous,gray
2894,edible,flat,fibrous,brown
2895,edible,convex,scaly,brown
2896,edible,flat,fibrous,brown
2897,edible,convex,fibrous,gray
2898,edible,flat,scaly,brown
2899,edible,convex,scaly,gray
2900,edible,flat,scaly,brown
2901,edible,convex,fibrous,gray
2902,poisonous,convex,fibrous,gray
2903,edible,convex,scaly,gray
2904,edible,convex,scaly,gray
2905,edible,convex,fibrous,gray
2906,edible,convex,fibrous,red
2907,edible,convex,fibrous,gray
2908,edible,convex,fibrous,gray
2909,edible,flat,fibrous,gray
2910,edible,convex,scaly,red
2911,edible,convex,fibrous,gray
2912,edible,convex,scaly,red
2913,edible,convex,fibrous,brown
2914,edible,convex,scaly,gray
2915,edible,convex,scaly,red
2916,edible,flat,fibrous,brown
2917,edible,convex,fibrous,red
2918,edible,flat,scaly,brown
2919,edible,convex,scaly,brown
2920,edible,convex,scaly,gray
2921,edible,flat,fibrous,red
2922,edible,convex,fibrous,gray
2923,edible,convex,scaly,gray
2924,edible,convex,scaly,gray
2925,poisonous,convex,fibrous,gray
2926,edible,convex,fibrous,gray
2927,edible,convex,fibrous,gray
2928,edible,convex,fibrous,brown
2929,edible,convex,fibrous,gray
2930,edible,flat,fibrous,brown
2931,edible,convex,scaly,brown
2932,edible,convex,fibrous,red
2933,edible,convex,scaly,brown
2934,edible,flat,scaly,gray
2935,edible,flat,fibrous,gray
2936,poisonous,convex,fibrous,gray
2937,edible,convex,fibrous,brown
2938,edible,convex,scaly,brown
2939,edible,convex,fibrous,red
2940,edible,convex,fibrous,brown
2941,edible,flat,fibrous,brown
2942,edible,convex,scaly,gray
2943,edible,convex,scaly,brown
2944,edible,convex,scaly,red
2945,edible,flat,fibrous,gray
2946,edible,convex,fibrous,gray
2947,edible,convex,scaly,red
2948,edible,convex,scaly,red
2949,edible,convex,fibrous,gray
2950,edible,convex,scaly,brown
2951,edible,convex,fibrous,red
2952,edible,flat,fibrous,brown
2953,edible,convex,fibrous,red
2954,edible,flat,fibrous,brown
2955,edible,convex,scaly,red
2956,edible,convex,fibrous,brown
2957,edible,convex,fibrous,red
2958,edible,convex,fibrous,red
2959,edible,convex,fibrous,brown
2960,edible,convex,scaly,brown
2961,edible,convex,scaly,red
2962,edible,flat,fibrous,brown
2963,edible,convex,scaly,brown
2964,edible,convex,scaly,red
2965,edible,flat,fibrous,gray
2966,edible,convex,scaly,red
2967,edible,convex,scaly,red
2968,edible,flat,fibrous,brown
2969,edible,flat,fibrous,brown
2970,edible,convex,fibrous,gray
2971,edible,convex,scaly,gray
2972,edible,convex,fibrous,brown
2973,edible,flat,fibrous,brown
2974,edible,convex,scaly,brown
2975,edible,convex,scaly,gray
2976,edible,convex,fibrous,gray
2977,edible,convex,scaly,red
2978,edible,convex,fibrous,gray
2979,edible,convex,scaly,red
2980,edible,convex,fibrous,gray
2981,edible,convex,fibrous,red
2982,edible,convex,fibrous,red
2983,edible,convex,fibrous,red
2984,edible,flat,scaly,gray
2985,edible,convex,fibrous,gray
2986,edible,convex,fibrous,red
2987,edible,convex,fibrous,gray
2988,edible,flat,fibrous,brown
2989,poisonous,convex,fibrous,gray
2990,edible,convex,fibrous,brown
2991,edible,convex,scaly,gray
2992,edible,flat,fibrous,brown
2993,edible,convex,fibrous,red
2994,edible,flat,fibrous,gray
2995,edible,convex,scaly,brown
2996,edible,convex,scaly,red
2997,edible,convex,scaly,red
2998,edible,convex,scaly,brown
2999,edible,convex,scaly,brown
3000,poisonous,convex,scaly,yellow
3001,edible,flat,scaly,brown
3002,poisonous,convex,fibrous,gray
3003,poisonous,convex,fibrous,gray
3004,edible,flat,fibrous,gray
3005,edible,flat,fibrous,red
3006,edible,flat,scaly,brown
3007,edible,flat,fibrous,red
3008,poisonous,convex,fibrous,gray
3009,edible,flat,fibrous,gray
3010,edible,flat,scaly,red
3011,edible,flat,scaly,red
3012,poisonous,convex,fibrous,white
3013,edible,convex,fibrous,red
3014,edible,flat,scaly,brown
3015,poisonous,convex,fibrous,gray
3016,poisonous,convex,fibrous,gray
3017,edible,flat,scaly,red
3018,edible,flat,scaly,red
3019,edible,flat,fibrous,brown
3020,edible,flat,fibrous,gray
3021,edible,flat,fibrous,red
3022,edible,flat,scaly,red
3023,edible,flat,scaly,red
3024,edible,flat,scaly,red
3025,poisonous,convex,fibrous,pink
3026,poisonous,convex,fibrous,gray
3027,edible,flat,fibrous,red
3028,edible,flat,scaly,gray
3029,edible,flat,scaly,gray
3030,edible,flat,fibrous,gray
3031,edible,flat,fibrous,red
3032,edible,flat,scaly,red
3033,poisonous,flat,fibrous,gray
3034,edible,flat,scaly,brown
3035,edible,flat,scaly,red
3036,poisonous,convex,fibrous,gray
3037,edible,flat,fibrous,red
3038,edible,flat,scaly,red
3039,poisonous,convex,scaly,yellow
3040,poisonous,flat,fibrous,yellow
3041,edible,flat,scaly,brown
3042,edible,flat,scaly,brown
3043,edible,flat,scaly,gray
3044,edible,flat,scaly,brown
3045,edible,convex,scaly,red
3046,poisonous,convex,smooth,pink
3047,edible,flat,scaly,brown
3048,edible,convex,scaly,red
3049,edible,flat,fibrous,red
3050,edible,flat,scaly,brown
3051,poisonous,convex,smooth,white
3052,edible,flat,fibrous,gray
3053,edible,flat,scaly,gray
3054,edible,flat,scaly,gray
3055,edible,flat,scaly,brown
3056,poisonous,convex,smooth,gray
3057,poisonous,convex,fibrous,pink
3058,edible,flat,scaly,red
